id,data_type,platform,source_id,publish_time,author_name,author_type,text_raw,text_clean,like_count,comment_count,repost_count,stance,frame,emotion,event_stage,keyword_hit,is_valid
5192663353527523,repost,weibo,5192371266390237,2025-07-26 14:21:21,用户7961290525,ordinary_user,#张碧晨不再演唱年轮# //@开心爱小树:支持张碧晨的一切决定！！！未来还有更多优秀的舞台和作品 出道十一周年快乐！！！ http://t.cn/A6FZ0LzP,#张碧晨不再演唱年轮# // 出道十一周年快乐！！！,0,0,0,support_zhang,fan_conflict,unclear,response,年轮;演唱;作品;支持,1
5192663292972680,repost,weibo,5192371266390237,2025-07-26 14:21:07,麟咩,ordinary_user,很难不怀疑汪苏泷偷偷生了张碧晨的孩子才撕成这样[裂开],很难不怀疑汪苏泷偷偷生了张碧晨的孩子才撕成这样,0,0,0,support_zhang,fan_conflict,unclear,response,,1
5192657418064691,repost,weibo,5192371266390237,2025-07-26 13:57:46,用户7968515227,ordinary_user,个个@摩登兄弟刘宇宁 ∴@摩登兄弟刘宇宁 一,个个 一,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192654192378108,repost,weibo,5192371266390237,2025-07-26 13:44:56,Maxstep丶,ordinary_user,哈哈哈哈哈哈哈//@Silence曲奇饼干:给路人们翻译一下 http://t.cn/A6FZpW1A,哈哈哈哈哈哈哈//,0,0,0,support_wang,platform_meta,unclear,response,,1
5192645903390228,repost,weibo,5192371266390237,2025-07-26 13:12:01,莲伊Layna,ordinary_user,不太懂，为啥要在一首歌上这么犟[笑cry],不太懂，为啥要在一首歌上这么犟,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192644835151478,repost,weibo,5192371266390237,2025-07-26 13:07:46,我们的后来后来,ordinary_user,[笑cry][笑cry]连《年轮》名字都不敢说吗 “该歌曲”[流汗][流汗]这挽尊够🍵的,连《年轮》名字都不敢说吗 该歌曲这挽尊够的,0,0,0,support_wang,legal_discussion,unclear,response,年轮;歌曲,1
5192639452548148,repost,weibo,5192371266390237,2025-07-26 12:46:23,陈111健111,ordinary_user,那个#宠物卖萌中心# 1@空间酱 (ꐦÒ‸Ó)你个老六@搜达足球 @搜达足球,那个#宠物卖萌中心# 1 ()你个老六,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192636929673309,repost,weibo,5192371266390237,2025-07-26 12:36:21,用户7921220711201907,ordinary_user,领导晚上好： 商博瑞7🈷️ 职位：美体小元 第一位，马丽，背三椎。  第二位，王香莲，胸部。  第三位，徐秀云，腹部。  第四位，褚秀珍，臀腿，胸部，腹部，雷火灸，蒸骨。                                 明日计划：努力干！//@SILENCE_CY917_:汪苏泷方及粉丝自始至终坚持「双原唱」，从未否认过,领导晚上好： 商博瑞7 职位：美体小元 第一位，马丽，背三椎。 第二位，王香莲，胸部。 第三位，徐秀云，腹部。 第四位，褚秀珍，臀腿，胸部，腹部，雷火灸，蒸骨。 明日计划：努力干！//,0,0,0,support_wang,fan_conflict,unclear,response,粉丝;否认,1
5192634811548739,repost,weibo,5192371266390237,2025-07-26 12:27:56,食不食粽子,ordinary_user,敢说//@凝子happy:不能唱就不能唱了硬编啥呢[允悲][允悲]//@Moe碧晨的大鹅:不是不能唱，而是不想唱了[舔屏] http://t.cn/A6FZCuuw,敢说//,0,0,0,support_zhang,fan_conflict,unclear,response,,1
5192630696153629,repost,weibo,5192371266390237,2025-07-26 12:11:35,Realleam-BS,ordinary_user,路人，看到的是汪苏泷方一个平A，先发了个回应回收版权，然后张的工作室和部分粉丝，直接开始各种招黑大招……唯一原唱声明[费解]我就是永久能唱但我不唱了[费解]粉丝拱火不差这一首，代表作还有很多[费解]我请问呢，不是在说原唱的事吗，不是针对的是旺仔小乔和粉丝回应在澄清吗[费解],路人，看到的是汪苏泷方一个平A，先发了个回应回收版权，然后张的工作室和部分粉丝，直接开始各种招黑大招唯一原唱声明我就是永久能唱但我不唱了粉丝拱火不差这一首，代表作还有很多我请问呢，不是在说原唱的事吗，不是针对的是旺仔小乔和粉丝回应在澄清吗,0,0,0,support_wang,platform_meta,unclear,response,粉丝;回应;原唱;工作室;版权;声明,1
5192630426406086,repost,weibo,5192371266390237,2025-07-26 12:10:31,朵朵与渊渊,ordinary_user,#张碧晨方称享有年轮永久演唱权利#？,#张碧晨方称享有年轮永久演唱权利#？,0,0,0,support_zhang,legal_discussion,unclear,response,年轮;演唱,1
5192629528562092,repost,weibo,5192371266390237,2025-07-26 12:06:57,朵朵与渊渊,ordinary_user,#张碧晨方称享有年轮永久演唱权利#0 #张碧晨方称享有年轮永久演唱权利# //@Silence曲奇饼干9偶尔会:给喔噢路们翻译一麻烦放收发室，谢谢。下 http://t.cn/A6FZpW1A09礼品,#张碧晨方称享有年轮永久演唱权利#0 #张碧晨方称享有年轮永久演唱权利# //,0,0,0,support_zhang,legal_discussion,unclear,response,年轮;演唱,1
5192629254096395,repost,weibo,5192371266390237,2025-07-26 12:05:50,赵笑韩,ordinary_user,恶人先告状3有恶报5,恶人先告状3有恶报5,2,0,0,support_wang,fan_conflict,unclear,response,,1
5192628347863232,repost,weibo,5192371266390237,2025-07-26 12:02:14,轻松识人,ordinary_user,年轮是一圈一圈的，所以很多事情进入到另一个循环了，也就是一个圆点又来了。//@轻松识人:这首歌是一个谶语，不知道大家发没发现,年轮是一圈一圈的，所以很多事情进入到另一个循环了，也就是一个圆点又来了。//,0,0,0,support_wang,platform_meta,unclear,response,年轮,1
5192627443993277,repost,weibo,5192371266390237,2025-07-26 11:58:40,纵马昆仑A,ordinary_user,一直觉得，创作者才是一首歌的灵魂，那么多歌手，能创作的才几个？换句话说，一首好歌，只要唱功达标，给谁唱谁都能火，连一个网红都能唱好，更不用说那么多专业歌手了。现在蹬鼻子上脸，真把自己当盘菜了……,一直觉得，创作者才是一首歌的灵魂，那么多歌手，能创作的才几个？换句话说，一首好歌，只要唱功达标，给谁唱谁都能火，连一个网红都能唱好，更不用说那么多专业歌手了。现在蹬鼻子上脸，真把自己当盘菜了,0,0,0,support_wang,fan_conflict,unclear,response,歌手,1
5192625340811886,repost,weibo,5192371266390237,2025-07-26 11:50:18,雾凇岛绕行,ordinary_user,笑死我了//@Silence曲奇饼干:给路人们翻译一下 http://t.cn/A6FZpW1A,笑死我了//,2,0,0,support_wang,platform_meta,unclear,response,,1
5192623851571556,repost,weibo,5192371266390237,2025-07-26 11:44:23,用户7274688912,ordinary_user,e.wlll@毛孩子们的乌托邦 kswpdwwww,e.wlll kswpdwwww,0,0,0,support_zhang,fan_conflict,unclear,response,,1
5192623849477294,repost,weibo,5192371266390237,2025-07-26 11:44:23,美少女的一天,ordinary_user,怎么不唱了？是不爱唱吗[挤眼]//@Silence曲奇饼干:给路人们翻译一下 http://t.cn/A6FZpW1A,怎么不唱了？是不爱唱吗//,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192619999107539,repost,weibo,5192371266390237,2025-07-26 11:29:05,Ashes_of_rosemary,ordinary_user,"哈哈哈哈哈哈哈哈哈哈//@椰糕雪绵冰:哈哈哈哈哈哈哈笑得我//@·四月四·:这太写实了哈哈哈哈哈哈//@昵称__不可用_:啊啊啊啊啊//@金料贩子小桃枝:我真不行了//@猪咪公主不加葱:这个桥桥太敢说了！//@金牌桥桥:出于尊重与自我选择，朴知元将不再参加米兰冬奥会。//@偷拿马甲被抓:评论才搞笑呢，""不是不能唱",哈哈哈哈哈哈哈哈哈哈//,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192619885857038,repost,weibo,5192371266390237,2025-07-26 11:28:38,花季少女龙傲天,ordinary_user,…就，很迷，我也有永久演唱权啊。这工作室到底在说啥玩意啊[允悲]粉丝还在这叫啥啊…不嫌丢人啊,就，很迷，我也有永久演唱权啊。这工作室到底在说啥玩意啊粉丝还在这叫啥啊不嫌丢人啊,0,0,0,support_wang,legal_discussion,unclear,response,工作室;粉丝;演唱,1
5192618604760382,repost,weibo,5192371266390237,2025-07-26 11:23:32,用户7977851981,ordinary_user,已xqxxxxzvùrf#张碧晨方称享有年轮永久演唱权利# //@看一地微妙时光14621:汪凭啥说自己是唯一原唱啊[笑cry]//@那天阳光刚好i:人家汪苏泷是《年轮》创作者，也是原唱，十年了，也没说过自己是唯一原唱，如今女方说自己是唯一原唱，可能是没谈妥，就不合作了，收回了版权，也没啥问题吧。还有，不是《年,已xqxxxxzvrf#张碧晨方称享有年轮永久演唱权利# //,5,0,0,support_zhang,legal_discussion,unclear,response,年轮;原唱;版权;演唱;收回,1
5192617539142448,repost,weibo,5192371266390237,2025-07-26 11:19:18,学完再喜欢,ordinary_user,张团队真的像有大病，这个事情闹这么大其实最后最不体面的是张啊，本来有几首大爆ost路人缘多好,张团队真的像有大病，这个事情闹这么大其实最后最不体面的是张啊，本来有几首大爆ost路人缘多好,1,0,0,support_wang,fan_conflict,unclear,response,,1
5192610673065988,repost,weibo,5192371266390237,2025-07-26 10:52:00,鹿无隅,ordinary_user,私生饭摇身一变成了明星，骨子里还是没变[揣手]，偷东西怪顺手的。,私生饭摇身一变成了明星，骨子里还是没变，偷东西怪顺手的。,3,0,0,support_wang,fan_conflict,unclear,response,,1
5192609783876210,repost,weibo,5192371266390237,2025-07-26 10:48:29,图图今天想吃啥,ordinary_user,就一个网红四年前的言论闹成这样，不得不怀疑张以及团队是不是被上身了[微笑],就一个网红四年前的言论闹成这样，不得不怀疑张以及团队是不是被上身了,1,0,0,support_wang,fan_conflict,unclear,response,言论,1
5194590141547572,repost,weibo,5192387968108888,2025-07-31 21:57:43,antie,ordinary_user,QQ音乐在7月23日移除了张碧晨版《年轮》的“原唱”标识，仅标注为“演唱者”，而汪苏泷版本却仍保留“原唱”标签。  这一操作瞬间点燃舆论风暴。尽管平台在数小时后恢复标识，但裂痕已然产生。,QQ音乐在7月23日移除了张碧晨版《年轮》的原唱标识，仅标注为演唱者，而汪苏泷版本却仍保留原唱标签。 这一操作瞬间点燃舆论风暴。尽管平台在数小时后恢复标识，但裂痕已然产生。,0,0,0,support_zhang,copyright_authorization,unclear,debate,原唱;年轮,1
5193248144360026,repost,weibo,5192387968108888,2025-07-28 05:05:06,淇淇的圆后脑勺ruaruarua,ordinary_user,年轮的歌词旋律是真好听[笑cry],年轮的歌词旋律是真好听,0,0,0,support_zhang,copyright_authorization,unclear,debate,年轮;好听,1
5193170520376583,repost,weibo,5192387968108888,2025-07-27 23:56:38,许三高777,ordinary_user,回复@桃桃屿楠:汪苏泷晚了 15天正式发行，亏你还维护汪苏泷，这么关键的信息都搞错了[允悲][允悲][允悲][允悲]//@桃桃屿楠:回复@许三高777:都是在地球时间2015.6.15一起发行的呀，这下没有早晚咯,回复 15天正式发行，亏你还维护汪苏泷，这么关键的信息都搞错了//,3,0,0,support_wang,fan_conflict,unclear,debate,发行;维护,1
5193157509906829,repost,weibo,5192387968108888,2025-07-27 23:04:56,nnyylifeniuniu,ordinary_user,可是时间线是汪先收的版权，俩小时之后张碧晨工作室才反应过来回应说自己第一个原唱的身份，并不是你说的先搞一出再“那就别唱了”，是先不让唱了//@膨香酥酥:本来汪苏泷也是承认双原唱的，你张碧晨就正常唱就行了，非要搞那么一出，那就别唱了。,可是时间线是汪先收的版权，俩小时之后张碧晨工作室才反应过来回应说自己第一个原唱的身份，并不是你说的先搞一出再那就别唱了，是先不让唱了//,0,0,0,support_wang,original_singer,unclear,debate,原唱;工作室;版权;回应,1
5193023937839212,repost,weibo,5192387968108888,2025-07-27 14:14:10,CT是断层扫描技术,ordinary_user,音乐圈太降智了，真不明白俩人争个啥，跟小孩子一样，闲得蛋疼[爱你],音乐圈太降智了，真不明白俩人争个啥，跟小孩子一样，闲得蛋疼,0,0,0,support_wang,fan_conflict,unclear,debate,,1
5192983836360766,repost,weibo,5192387968108888,2025-07-27 11:34:49,lyl霸霸,ordinary_user,#年轮纠纷撕裂了谁的体面# 年轮回家[抱一抱][捂嘴哭][憧憬],#年轮纠纷撕裂了谁的体面# 年轮回家,1,0,0,support_zhang,fan_conflict,unclear,debate,年轮;体面,1
5192812480958395,repost,weibo,5192387968108888,2025-07-27 00:13:56,瓶装草菇,ordinary_user,土星逆行到白羊座一度，已经影响到双鱼—处女尾度的群体了，两位太阳处女座中后度的音乐人也是有点“无妄之灾”，土星逆行换座真是麻烦重重，触底的那条红线，那个平时忽略过去的点，还是阴差阳错地被提起，一发不可收拾#草菇谈星#,土星逆行到白羊座一度，已经影响到双鱼处女尾度的群体了，两位太阳处女座中后度的音乐人也是有点无妄之灾，土星逆行换座真是麻烦重重，触底的那条红线，那个平时忽略过去的点，还是阴差阳错地被提起，一发不可收拾#草菇谈星#,6,0,0,support_wang,fan_conflict,unclear,debate,,1
5192801844200691,repost,weibo,5192387968108888,2025-07-26 23:31:39,LYN单曲循环Jing,ordinary_user,很厉害的词句！犀利真实#年轮纠纷撕裂了谁的体面#,很厉害的词句！犀利真实#年轮纠纷撕裂了谁的体面#,0,0,0,support_zhang,fan_conflict,unclear,response,年轮;体面,1
5192798353756698,repost,weibo,5192387968108888,2025-07-26 23:17:48,外貌颜研员,ordinary_user,回复@後徕的菋噵:王菲情况不一样，李健答应了王菲可以唱，但他忘记自己这首歌版权卖掉了，所以被版权方告！汪苏泷的年轮版权在自己手里，谁唱他都要收版权费！人家十年没收版权费也没授权其他人翻唱，真的是很给面子了！…说难听点，这事儿相当于是有人不知好歹，零租借人家房子十年以为房子是自己的了,回复,1,0,0,support_wang,copyright_authorization,unclear,response,版权;翻唱;年轮;没收;授权,1
5192795775830481,repost,weibo,5192387968108888,2025-07-26 23:07:32,外貌颜研员,ordinary_user,回复@家有美陶:人家十年没收版权费，还说人家断人财路[允悲][允悲][允悲]我去，这都什么世道！人心不古…//@家有美陶:路人疑问，汪苏泷断谁的财路了？个人觉得汪做的挺体面了,回复,0,0,0,support_wang,copyright_authorization,unclear,response,版权;体面;没收,1
5192778327790492,repost,weibo,5192387968108888,2025-07-26 21:58:13,不发脾气只发-财,ordinary_user,#年轮纠纷撕裂了谁的体面#  z不要face,#年轮纠纷撕裂了谁的体面# z不要face,0,0,0,support_wang,legal_discussion,unclear,response,年轮;体面,1
5192744490507505,repost,weibo,5192387968108888,2025-07-26 19:43:46,AnnkeLee,ordinary_user,[摊手]//@星甜cake:回复@剑雅教育:不然怎么会因为一个网红闹这么大，旺仔开演唱会去张工作室买的版权演唱，现在闹大了都说汪才有版权，旺仔那边肯定要找张理论，后面张工作室不得不出来说她是唯一原唱，最后汪肯定气了 就收回演唱授权了，版权拥有者一直都是汪//@用户7904170167:重点是 谁给旺仔小乔的,// 就收回演唱授权了，版权拥有者一直都是汪// 谁给旺仔小乔的,0,0,0,support_wang,copyright_authorization,unclear,response,版权;工作室;演唱;演唱会;授权,1
5192734249320635,repost,weibo,5192387968108888,2025-07-26 19:03:03,lm萌小米,ordinary_user,#年轮纠纷撕裂了谁的体面#,#年轮纠纷撕裂了谁的体面#,0,0,0,support_wang,copyright_authorization,unclear,response,年轮;体面,1
5192728340071233,repost,weibo,5192387968108888,2025-07-26 18:39:35,kiyo_梧霖椿奇,ordinary_user,#年轮纠纷撕裂了谁的体面# 我泱泱华夏，一撇一捺皆是脊梁； 我神州大地，一丝一念皆是未来； 我浩浩九州，一文一墨均是骄阳。每次归程，都是为了更好出发；每次停歇，都是为了积攒力量。,#年轮纠纷撕裂了谁的体面# 我泱泱华夏，一撇一捺皆是脊梁； 我神州大地，一丝一念皆是未来； 我浩浩九州，一文一墨均是骄阳。每次归程，都是为了更好出发；每次停歇，都是为了积攒力量。,0,0,0,support_wang,fan_conflict,unclear,response,年轮;体面,1
5192720779842326,repost,weibo,5192387968108888,2025-07-26 18:09:33,菩提6767,ordinary_user,#年轮纠纷撕裂了谁的体面# 汪苏泷够体面了好么，怎么老有人想欺负他[哼]！,#年轮纠纷撕裂了谁的体面# 汪苏泷够体面了好么，怎么老有人想欺负他！,0,0,0,support_wang,fan_conflict,unclear,response,体面;年轮,1
5192704688391622,repost,weibo,5192387968108888,2025-07-26 17:05:36,休息下休息,ordinary_user,内娱破事真多……,内娱破事真多,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192682978673408,repost,weibo,5192387968108888,2025-07-26 15:39:20,yrsgcpiitvrn,ordinary_user,...这事真无语了,...这事真无语了,0,0,0,support_zhang,fan_conflict,unclear,response,,1
5192681519056576,repost,weibo,5192387968108888,2025-07-26 15:33:32,芝之萄桃,ordinary_user,别让我在法考上碰见你们[泪],别让我在法考上碰见你们,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192677248205347,repost,weibo,5192387968108888,2025-07-26 15:16:33,鱼跃法学,ordinary_user,#DeepSeek#  #张碧晨有三首歌都是汪苏泷作词作曲#  #长期不换各种社交头像#  给大家分享一篇100%AI的纯正AI文[doge]不掺一点自撰内容，AI直出AI直发。 （如果你的生成文是这样的，记得好好改改，小心老师吊你[并不简单]）,#DeepSeek# #张碧晨有三首歌都是汪苏泷作词作曲# #长期不换各种社交头像# 给大家分享一篇100%AI的纯正AI文不掺一点自撰内容，AI直出AI直发。 （如果你的生成文是这样的，记得好好改改，小心老师吊你）,0,0,1,support_wang,creator_identity,unclear,response,记得,1
5192675215017780,repost,weibo,5192387968108888,2025-07-26 15:08:29,用户7891104176,ordinary_user,#十个勤天# @AG长生- #年轮纠纷撕裂了谁的体面# #原神# #原神#,#十个勤天# #年轮纠纷撕裂了谁的体面# #原神# #原神#,1,0,0,support_wang,platform_meta,unclear,response,年轮;体面,1
5192675103872805,repost,weibo,5192387968108888,2025-07-26 15:08:03,用户7891104176,ordinary_user,#运动# #搞笑视频##年轮纠纷撕裂了谁的体面# 👍7 ',#运动# #搞笑视频##年轮纠纷撕裂了谁的体面# 7 ',0,0,0,support_wang,platform_meta,unclear,response,年轮;体面,1
5192674741061644,repost,weibo,5192387968108888,2025-07-26 15:06:36,初饮初甜,ordinary_user,编/辑好文笔,编/辑好文笔,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192661864547314,repost,weibo,5192387968108888,2025-07-26 14:15:26,天津徐玉强,ordinary_user,#李玉安张建岭李军生等法官掩耳盗铃#做出#（2006）汉民初字第1224号民事判决#本院认为#原告汉沽区凯乐老年公寓#房屋产权证存放于本区房管局档案室，后#被告行政违法不作为十九年拒绝颁发#给原告徐玉强#凯乐老年公寓房屋所有权证#，日前#原告汉沽区凯乐老年公寓#向法院提出诉讼请求“审判机关【依据生效,#李玉安张建岭李军生等法官掩耳盗铃#做出#（2006）汉民初字第1224号民事判决#本院认为#原告汉沽区凯乐老年公寓#房屋产权证存放于本区房管局档案室，后#被告行政违法不作为十九年拒绝颁发#给原告徐玉强#凯乐老年公寓房屋所有权证#，日前#原告汉沽区凯乐老年公寓#向法院提出诉讼请求审判机关【依据生效,0,0,0,support_zhang,platform_meta,unclear,response,,1
5192658901538031,repost,weibo,5192387968108888,2025-07-26 14:03:40,年度追剧狂魔,ordinary_user,旺仔小乔是什么鬼[允悲]什么人不露脸的阿猫阿狗都能开演唱了吗,旺仔小乔是什么鬼什么人不露脸的阿猫阿狗都能开演唱了吗,0,0,0,support_zhang,legal_discussion,unclear,response,演唱,1
5192657212015879,repost,weibo,5192387968108888,2025-07-26 13:56:57,玖愿_Eira,ordinary_user,#年轮纠纷撕裂了谁的体面# 感恩是一种善行，我们要感恩一切善待自己的人，感恩世间万物，并且要知恩图报，感恩是一种生活态度，是一种品德，更是一种大智慧，一个人只有心怀感恩，才会懂得珍惜，懂得尊重，懂得付出，才会感受到人生的美好。,#年轮纠纷撕裂了谁的体面# 感恩是一种善行，我们要感恩一切善待自己的人，感恩世间万物，并且要知恩图报，感恩是一种生活态度，是一种品德，更是一种大智慧，一个人只有心怀感恩，才会懂得珍惜，懂得尊重，懂得付出，才会感受到人生的美好。,0,0,0,support_wang,fan_conflict,unclear,response,年轮;体面,1
5192652934349488,repost,weibo,5192387968108888,2025-07-26 13:39:56,郁青yy,ordinary_user,十年前就是花千骨剧粉，年轮一直都有汪和张男女两个版本，不都是双原唱吗？只是张的年轮更火，怎么就算唯一原唱了？汪正常维权罢了。还有某乔又算个什么东西啊？一会儿恋爱告急一会儿又年轮啦，是自己代表作吗有版权吗就蹭？倒也难怪，不装不蹭哪儿能火啊[可爱],十年前就是花千骨剧粉，年轮一直都有汪和张男女两个版本，不都是双原唱吗？只是张的年轮更火，怎么就算唯一原唱了？汪正常维权罢了。还有某乔又算个什么东西啊？一会儿恋爱告急一会儿又年轮啦，是自己代表作吗有版权吗就蹭？倒也难怪，不装不蹭哪儿能火啊,0,0,0,support_wang,copyright_authorization,unclear,response,年轮;版权;维权,1
5192649157910008,repost,weibo,5192387968108888,2025-07-26 13:24:57,Mad疯狗,ordinary_user,两人都有体面，就某些网红歌手没体面。就这么说吧#年轮纠纷撕裂了谁的体面#,两人都有体面，就某些网红歌手没体面。就这么说吧#年轮纠纷撕裂了谁的体面#,0,0,0,support_wang,fan_conflict,unclear,response,体面;年轮;歌手,1
5192648472396682,repost,weibo,5192387968108888,2025-07-26 13:22:12,吃不吃糖啊啊,ordinary_user,这篇文是用AI写的吗？,这篇文是用AI写的吗？,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192645748196253,repost,weibo,5192387968108888,2025-07-26 13:11:23,云水散高唐,ordinary_user,同意//@辟谷垫最红:汪苏泷共给张碧晨写过三首歌，《年轮》在当年无疑是张碧晨事业辉煌的起点，在张碧晨被质疑只能唱苦情歌，汪苏泷又送来《下一秒》，继续为她的事业锦上添花，今年年初随着哪吒的爆火和汪苏泷写的一句“世人说什么正邪两派，《梦幻诛仙》也火了。说汪苏泷是张碧晨的贵人一点也不过分，,同意//,0,0,0,support_wang,copyright_authorization,unclear,response,年轮,1
5192644671573191,repost,weibo,5192387968108888,2025-07-26 13:07:07,shin鸯,ordinary_user,#年轮纠纷撕裂了谁的体面#,#年轮纠纷撕裂了谁的体面#,0,0,0,support_wang,copyright_authorization,unclear,response,年轮;体面,1
5192643132526636,repost,weibo,5192387968108888,2025-07-26 13:01:00,莫生气a--祝叠纸早似版,ordinary_user,是啊，写得挺好的//@啦啦啦你好呀啦啦啦啦啦啦啦:这个新闻稿写的不错啊,是啊，写得挺好的//,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192640505054299,repost,weibo,5192387968108888,2025-07-26 12:50:34,持润3805,ordinary_user,尘封的历史，回到了2015年我们开启ost业务的那一刻。有意思,尘封的历史，回到了2015年我们开启ost业务的那一刻。有意思,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192635356810547,repost,weibo,5192387968108888,2025-07-26 12:30:06,逗本精,ordinary_user,@666离我远点666: 回复@goodluck来了又来:我也说是 wsl先发的声明收回版权根本没有提到任何授权的歌手 zbc非要跳出来争什么唯一原唱好要说什么好好告别 感觉wsl已经给了台阶了zbc自己非但不下还要把事情闹大[允悲]//@goodluck来了又来:回复@是寂灭:意思是说是汪那边让平台开除张原唱身份的吗？那这样的,回复 wsl先发的声明收回版权根本没有提到任何授权的歌手 zbc非要跳出来争什么唯一原唱好要说什么好好告别 感觉wsl已经给了台阶了zbc自己非但不下还要把事情闹大//,0,0,0,support_wang,platform_meta,unclear,response,原唱;歌手;版权;告别;授权;收回;声明,1
5192633834276410,repost,weibo,5192387968108888,2025-07-26 12:24:03,水母爱ZZH,ordinary_user,#年轮纠纷撕裂了谁的体面# 再用看来张输得一塌糊涂！输得惨绝人寰！！[打call],#年轮纠纷撕裂了谁的体面# 再用看来张输得一塌糊涂！输得惨绝人寰！！,1,0,0,support_wang,fan_conflict,unclear,response,年轮;体面,1
5192633248907630,repost,weibo,5192387968108888,2025-07-26 12:21:43,倒立番茄_,ordinary_user,我受不了了生活全是案例//@汉江王栗明:神他妈法考真题[费解],我受不了了生活全是案例//,0,0,0,support_zhang,fan_conflict,unclear,response,,1
5192632173068497,repost,weibo,5192387968108888,2025-07-26 12:17:26,芝士羊的夏天,ordinary_user,事实已经很清楚了，创作的时候就是双版本。女版更符合电视剧大女主的特点，使用并先行发布女版的也是合情合理，而男版选择错开几天发行。双原唱没有问题（双原唱这种情况在影视剧OST中也不是前无古人），根本不存在有些博主说的男方看女方唱火了所以不乐意了要拿回来自己唱，也不存在翻唱。 但，有个问,事实已经很清楚了，创作的时候就是双版本。女版更符合电视剧大女主的特点，使用并先行发布女版的也是合情合理，而男版选择错开几天发行。双原唱没有问题（双原唱这种情况在影视剧OST中也不是前无古人），根本不存在有些博主说的男方看女方唱火了所以不乐意了要拿回来自己唱，也不存在翻唱。 但，有个问,0,0,0,support_wang,original_singer,unclear,response,翻唱,1
5192628413137474,repost,weibo,5192387968108888,2025-07-26 12:02:30,你的女孩儿xxk,ordinary_user,此刻我只惊叹于作者的文笔[作揖][作揖],此刻我只惊叹于作者的文笔,0,0,0,support_wang,fan_conflict,unclear,response,,1
5192625269245912,repost,weibo,5192387968108888,2025-07-26 11:50:01,_准奏,ordinary_user,用AI写的什么烂东西。 。。。。,用AI写的什么烂东西。 。。。。,0,0,0,support_wang,original_singer,unclear,response,,1
5192624415965416,repost,weibo,5192387968108888,2025-07-26 11:46:37,深色优雅,ordinary_user,嘴硬不是第一次了，孩子梗大家不会忘了吧//@家夫寻宝藏:只知道汪苏泷原创原唱作者无妄之灾[太开心],嘴硬不是第一次了，孩子梗大家不会忘了吧//,0,0,0,support_wang,fan_conflict,unclear,response,原唱;原创,1
5192620653413536,repost,weibo,5192387968108888,2025-07-26 11:31:41,晚雨onthe_way_,ordinary_user,本质上是版权问题，无可争议。不要用模糊的“原唱”概念混淆法律上的版权问题。,本质上是版权问题，无可争议。不要用模糊的原唱概念混淆法律上的版权问题。,0,0,0,support_zhang,legal_discussion,unclear,response,版权;原唱,1
5192618644347260,repost,weibo,5192387968108888,2025-07-26 11:23:42,阳光柠檬茶走柠檬,ordinary_user,吃了一天瓜，谁更在理不知道，但看出来张碧晨公关真的太差了[允悲]内娱这么低情商的公关也是不多见的[吃瓜]粉丝不去让换人还在吹硬刚，刚啥啊，人都不给你唱了。,吃了一天瓜，谁更在理不知道，但看出来张碧晨公关真的太差了内娱这么低情商的公关也是不多见的粉丝不去让换人还在吹硬刚，刚啥啊，人都不给你唱了。,0,0,0,support_wang,platform_meta,unclear,response,公关;粉丝,1
5192616668829396,repost,weibo,5192387968108888,2025-07-26 11:15:51,小王子的小玫瑰--,ordinary_user,……见小利而忘义，真是格局决定命运,见小利而忘义，真是格局决定命运,0,0,0,support_zhang,fan_conflict,unclear,response,,1
5192613776065843,repost,weibo,5192387968108888,2025-07-26 11:04:21,Mayfly于天地,ordinary_user,这条总算让我搞明白这件事了……//@用户7904170167:重点是 谁给旺仔小乔的授权 版权可是在汪苏泷那,这条总算让我搞明白这件事了// 谁给旺仔小乔的授权 版权可是在汪苏泷那,0,0,0,support_wang,copyright_authorization,unclear,response,版权;授权,1
5193697244745999,repost,weibo,5192388643657003,2025-07-29 10:49:40,洛曦1035,ordinary_user,#汪苏泷[超话]#,#汪苏泷#,0,1,0,support_wang,platform_meta,unclear,debate,,1
5192716424053203,repost,weibo,5192388643657003,2025-07-26 17:52:13,卡布叨_哦嗯,ordinary_user,我不行了，年轮咱回家~,我不行了，年轮咱回家~,0,0,0,support_zhang,fan_conflict,unclear,response,年轮,1
5192664223847271,repost,weibo,5192388643657003,2025-07-26 14:24:49,琪琪琪琪合我心意,ordinary_user,汪苏泷只有这一首好歌//@oomm徐:她以为年轮是她唱火的[喵喵]实际上词曲好电影也好成就了这首歌  谁唱谁火,汪苏泷只有这一首好歌// 谁唱谁火,0,0,0,support_wang,copyright_authorization,unclear,response,年轮,1
5192598844867300,repost,weibo,5192388643657003,2025-07-26 10:05:00,勇敢大蟑螂V,ordinary_user,我也享有永久考清华大学的权利 但我不去[馋嘴],我也享有永久考清华大学的权利 但我不去,0,0,0,support_zhang,legal_discussion,unclear,response,,1
